attempt,round,action,lives,lives_lost,cash
65,18,none,170,0,1849
65,19,upgrade,160,10,2197
65,20,place,150,10,2042
65,21,none,150,0,1928
65,22,upgrade,142,8,2271
65,23,upgrade,136,6,2308
65,24,none,134,2,1733
65,25,none,131,3,1897
65,26,place,117,14,2218
65,27,none,117,0,2361
65,28,upgrade,101,16,3007
65,28,upgrade,101,16,3007
65,29,upgrade,94,7,2501
65,29,upgrade,94,7,2501
65,30,none,94,0,2020
65,31,none,94,0,2407
65,32,none,94,0,2944
65,32,none,94,0,2944
65,33,none,94,0,3571
65,33,none,94,0,3571
65,34,upgrade,22,72,3704
65,34,place,22,72,3704
65,35,none,22,0,3936
65,35,none,22,0,3936
65,36,none,22,0,5086
65,36,none,22,0,5086
65,36,none,22,0,5086
66,1,place,200,0,650
66,2,none,200,0,501
66,3,none,200,0,638
66,4,none,200,0,776
66,5,place,195,5,946
66,6,place,195,0,920
66,7,none,195,0,913
66,8,none,195,0,1095
66,9,none,195,0,1295
66,10,none,195,0,1494
66,11,none,195,0,1808
66,12,none,195,0,1997
66,13,none,195,0,2189
66,14,none,194,1,2470
66,15,place,180,14,2715
66,15,upgrade,180,14,2715
66,16,upgrade,176,4,2577
66,16,upgrade,176,4,2577
66,17,place,176,0,2225
66,18,none,176,0,1920
66,19,none,176,0,2278
66,20,none,176,0,2538
66,20,none,176,0,2538
66,21,none,176,0,2724
66,21,none,176,0,2724
66,22,upgrade,162,14,3061
66,22,upgrade,162,14,3061
66,23,none,159,3,3101
66,23,none,159,3,3101
66,24,none,159,0,3378
66,24,none,159,0,3378
66,25,none,156,3,3542
66,25,place,156,3,3542
66,26,none,155,1,3576
66,26,none,155,1,3576
66,27,none,155,0,3909
66,27,none,155,0,3909
66,28,none,155,0,4571
66,28,none,155,0,4571
66,29,none,155,0,4837
66,29,none,155,0,4837
66,30,none,155,0,5226
66,30,none,155,0,5226
66,30,none,155,0,5226
66,31,upgrade,151,4,5559
66,31,none,151,4,5559
66,31,place,151,4,5559
66,32,upgrade,134,17,5433
66,32,upgrade,134,17,5433
66,32,upgrade,134,17,5433
66,33,none,134,0,5520
66,33,none,134,0,5520
66,33,none,134,0,5520
66,34,upgrade,62,72,5653
66,34,place,62,72,5653
66,34,upgrade,62,72,5653
66,35,none,62,0,2870
66,35,none,62,0,2870
66,36,none,62,0,4020
66,36,none,62,0,4020
66,37,place,32,30,4887
66,37,upgrade,32,30,4887
67,1,place,200,0,650
67,2,upgrade,200,0,431
67,3,none,200,0,358
67,4,none,200,0,496
67,5,none,200,0,671
67,6,none,200,0,835
67,7,none,200,0,998
67,8,none,200,0,1180
67,9,none,200,0,1380
67,10,none,200,0,1579
67,11,none,200,0,1893
67,12,none,200,0,2082
67,13,place,191,9,2265
67,14,none,191,0,2247
67,15,none,191,0,2506
67,15,none,191,0,2506
67,16,none,190,1,2771
67,16,none,190,1,2771
67,17,none,189,1,3038
67,17,none,189,1,3038
67,18,none,189,0,3203
67,18,none,189,0,3203
67,19,place,185,4,3557
67,19,none,185,4,3557
67,20,upgrade,182,3,3494
67,20,upgrade,182,3,3494
67,21,none,182,0,2875
67,21,upgrade,182,0,2875
67,22,none,182,0,2886
67,22,none,182,0,2886
67,23,none,182,0,3184
67,23,none,182,0,3184
67,24,none,182,0,3461
67,24,none,182,0,3461
67,25,none,179,3,3625
67,25,upgrade,179,3,3625
67,26,none,179,0,3790
67,26,none,179,0,3790
67,27,none,179,0,4123
67,27,none,179,0,4123
67,28,none,179,0,4785
67,28,none,179,0,4785
67,29,place,175,4,5047
67,29,none,175,4,5047
67,29,place,175,4,5047
67,30,upgrade,175,0,4416
67,30,none,175,0,4416
67,31,none,175,0,4568
67,31,none,175,0,4568
67,32,none,175,0,5105
67,32,none,175,0,5105
67,32,none,175,0,5105
67,33,none,175,0,5732
67,33,none,175,0,5732
67,33,none,175,0,5732
67,34,place,103,72,5865
67,34,upgrade,103,72,5865
67,34,place,103,72,5865
67,35,none,103,0,3782
67,35,upgrade,103,0,3782
67,36,none,103,0,4722
67,36,none,103,0,4722
67,37,upgrade,43,60,5558
67,37,upgrade,43,60,5558
67,37,place,43,60,5558
68,1,place,200,0,650
68,2,none,200,0,471
68,3,place,200,0,608
68,4,none,200,0,476
68,5,none,200,0,651
68,6,none,200,0,815
68,7,none,200,0,978
68,8,none,200,0,1160
68,9,none,200,0,1360
68,10,none,200,0,1559
68,11,none,200,0,1873
68,12,none,200,0,2062
68,13,upgrade,193,7,2247
68,14,none,193,0,2319
68,15,none,193,0,2578
68,15,none,193,0,2578
68,16,place,182,11,2833
68,16,upgrade,182,11,2833
68,17,upgrade,182,0,681
68,18,none,182,0,466
68,19,none,182,0,824
68,20,none,182,0,1084
68,21,none,182,0,1270
68,22,none,182,0,1621
68,23,none,182,0,1919
68,24,none,182,0,2196
68,25,upgrade,179,3,2360
68,26,none,179,0,2525
68,26,none,179,0,2525
68,27,none,179,0,2858
68,27,none,179,0,2858
68,28,none,179,0,3520
68,28,none,179,0,3520
68,29,upgrade,41,138,3648
68,29,upgrade,41,138,3648
68,30,none,41,0,1302
69,1,place,200,0,650
69,2,none,200,0,471
69,3,none,200,0,608
69,4,none,200,0,746
69,5,place,180,20,901
69,6,none,180,0,895
69,7,none,180,0,1058
69,8,none,180,0,1240
69,9,none,180,0,1440
69,10,upgrade,178,2,1637
69,11,none,178,0,1876
69,12,none,178,0,2065
69,13,none,174,4,2253
69,14,none,174,0,2535
69,14,none,174,0,2535
69,15,place,144,30,2764
69,15,upgrade,144,30,2764
69,16,upgrade,134,10,2170
69,17,none,134,0,2143
69,18,upgrade,118,16,2302
69,19,none,118,0,2575
69,19,none,118,0,2575
69,20,upgrade,100,18,2817
69,20,place,100,18,2817
69,21,upgrade,97,3,2490
69,22,upgrade,82,15,2061
69,23,place,50,32,2072
69,24,upgrade,48,2,2007
69,25,none,48,0,1879
69,26,none,48,0,2214
69,27,none,48,0,2547
69,27,none,48,0,2547
69,28,none,46,2,3207
69,28,none,46,2,3207
69,29,place,34,12,3461
69,29,upgrade,34,12,3461
69,30,none,34,0,3320
69,30,none,34,0,3320
69,31,none,34,0,3657
69,31,none,34,0,3657
70,1,place,200,0,650
70,2,none,200,0,496
70,3,none,200,0,633
70,4,none,200,0,771
70,5,place,181,19,927
70,6,place,181,0,921
70,7,none,181,0,784
70,8,none,181,0,966
70,9,none,181,0,1166
70,10,none,181,0,1365
70,11,none,181,0,1679
70,12,none,181,0,1868
70,13,none,181,0,2060
70,14,none,181,0,2342
70,15,place,169,12,2589
70,15,upgrade,169,12,2589
70,16,none,169,0,1920
70,17,none,169,0,2188
70,18,none,169,0,2353
70,19,none,169,0,2711
70,19,none,169,0,2711
70,20,none,169,0,2971
70,20,none,169,0,2971
70,21,none,169,0,3157
70,21,none,169,0,3157
70,22,none,169,0,3508
70,22,none,169,0,3508
70,23,place,154,15,3791
70,23,upgrade,154,15,3791
70,24,upgrade,134,20,3453
70,24,upgrade,134,20,3453
70,25,none,134,0,2815
70,25,place,134,0,2815
70,26,none,132,2,2873
70,26,upgrade,132,2,2873
70,27,upgrade,128,4,2737
70,27,place,128,4,2737
70,28,none,128,0,2304
71,1,place,200,0,650
71,2,none,200,0,431
71,3,none,200,0,568
71,4,none,200,0,706
71,5,upgrade,191,9,872
71,6,none,191,0,781
71,7,none,191,0,944
71,8,none,191,0,1126
71,9,none,191,0,1326
71,10,place,180,11,1514
71,11,place,175,5,1603
71,12,none,175,0,1472
71,13,none,175,0,1664
71,14,none,175,0,1946
71,15,none,175,0,2205
71,16,place,166,9,2462
71,17,none,166,0,2430
71,18,none,166,0,2595
71,18,none,166,0,2595
71,19,none,166,0,2953
71,19,none,166,0,2953
71,20,none,166,0,3213
71,20,none,166,0,3213
71,21,none,166,0,3399
71,21,none,166,0,3399
71,22,upgrade,154,12,3738
71,22,upgrade,154,12,3738
71,23,upgrade,142,12,3719
71,23,upgrade,142,12,3719
71,24,place,138,4,3232
71,24,none,138,4,3232
71,25,none,138,0,3229
71,25,none,138,0,3229
71,26,none,138,0,3564
71,26,none,138,0,3564
71,27,none,137,1,3896
71,27,none,137,1,3896
71,28,none,137,0,4558
71,28,none,137,0,4558
71,29,upgrade,125,12,4812
71,29,upgrade,125,12,4812
71,30,none,125,0,3166
71,30,none,125,0,3166
71,31,none,125,0,3503
71,31,none,125,0,3503
71,32,none,125,0,4040
71,32,none,125,0,4040
71,33,none,125,0,4667
71,33,none,125,0,4667
71,34,none,125,0,4872
71,34,none,125,0,4872
71,35,none,125,0,5784
71,35,none,125,0,5784
71,35,none,125,0,5784
71,36,none,125,0,6934
71,36,none,125,0,6934
71,36,none,125,0,6934
71,37,none,125,0,7830
71,37,none,125,0,7830
71,37,none,125,0,7830
71,37,none,125,0,7830
71,38,none,123,2,9167
71,38,none,123,2,9167
71,38,none,123,2,9167
71,38,none,123,2,9167
71,39,upgrade,101,22,10422
71,39,upgrade,101,22,10422
71,39,upgrade,101,22,10422
71,39,upgrade,101,22,10422
71,39,upgrade,101,22,10422
71,40,upgrade,66,35,7301
71,40,upgrade,66,35,7301
71,40,upgrade,66,35,7301
71,41,upgrade,50,16,6816
71,41,upgrade,50,16,6816
71,41,place,50,16,6816
71,42,none,50,0,8432
71,42,none,50,0,8432
71,42,none,50,0,8432
71,42,none,50,0,8432
71,43,none,50,0,9091
71,43,none,50,0,9091
71,43,none,50,0,9091
71,43,none,50,0,9091
71,44,none,50,0,9091
71,44,none,50,0,9091
71,44,none,50,0,9091
71,44,upgrade,50,0,9091
72,1,place,200,0,650
72,2,none,200,0,451
72,3,place,200,0,588
72,4,none,199,1,300
72,5,none,199,0,475
72,6,none,198,1,638
72,7,none,194,4,797
72,8,place,186,8,971
72,9,none,186,0,831
72,10,none,186,0,1030
72,11,none,186,0,1344
72,12,none,186,0,1533
72,13,none,186,0,1725
72,14,none,186,0,2007
72,15,none,186,0,2266
72,16,place,165,21,2511
72,16,upgrade,165,21,2511
72,17,none,165,0,2269
72,18,place,154,11,2428
72,19,none,154,0,2446
72,20,place,151,3,2703
72,20,none,151,3,2703
72,21,none,151,0,2669
72,21,upgrade,151,0,2669
72,22,none,151,0,2810
72,22,none,151,0,2810
72,23,none,151,0,3108
72,23,none,151,0,3108
72,24,none,151,0,3385
72,24,none,151,0,3385
72,25,none,151,0,3552
72,25,none,151,0,3552
72,26,none,145,6,3881
72,26,upgrade,145,6,3881
72,27,none,145,0,3959
72,27,place,145,0,3959
72,28,none,145,0,4301
72,28,none,145,0,4301
72,29,upgrade,135,10,4557
72,29,upgrade,135,10,4557
72,30,none,135,0,4566
72,30,none,135,0,4566
72,31,none,135,0,4903
72,31,none,135,0,4903
72,32,place,14,121,5362
72,32,upgrade,14,121,5362
72,32,upgrade,14,121,5362
72,33,none,14,0,5054
72,33,none,14,0,5054
72,33,none,14,0,5054
72,34,none,14,0,5259
72,34,none,14,0,5259
72,34,none,14,0,5259
72,35,none,14,0,6171
72,35,none,14,0,6171
72,35,none,14,0,6171
73,1,place,200,0,650
73,2,none,200,0,471
73,3,none,200,0,608
73,4,none,200,0,746
73,5,place,175,25,896
73,6,none,175,0,890
73,7,none,175,0,1053
73,8,none,171,4,1231
73,9,none,167,4,1427
73,10,upgrade,140,27,1599
73,11,place,82,58,1780
73,12,none,82,0,1289
73,13,none,82,0,1481
73,14,none,82,0,1763
73,15,none,82,0,2022
73,16,none,82,0,2288
73,17,none,82,0,2556
73,17,none,82,0,2556
73,18,upgrade,68,14,2712
73,18,upgrade,68,14,2712
73,19,none,68,0,2815
73,19,none,68,0,2815
73,20,upgrade,64,4,3071
73,20,place,64,4,3071
73,21,none,64,0,2532
73,21,none,64,0,2532
73,22,upgrade,57,7,2876
73,22,place,57,7,2876
73,23,place,57,0,2474
73,24,none,57,0,2561
73,24,none,57,0,2561
73,25,none,57,0,2728
73,25,place,57,0,2728
73,26,none,57,0,2763
73,26,none,57,0,2763
73,27,none,57,0,3096
73,27,none,57,0,3096
73,28,none,57,0,3758
73,28,none,57,0,3758
73,29,upgrade,45,12,4012
73,29,upgrade,45,12,4012
73,30,none,45,0,3946
73,30,none,45,0,3946
73,31,none,45,0,4283
73,31,none,45,0,4283
74,1,place,200,0,650
74,2,none,200,0,601
74,3,none,200,0,738
74,4,none,194,6,870
74,5,place,162,32,1013
74,6,none,162,0,837
74,7,none,162,0,1000
74,8,none,162,0,1182
74,9,none,162,0,1382
74,10,none,162,0,1581
74,11,upgrade,158,4,1891
74,12,place,158,0,1995
74,13,none,158,0,1912
74,14,none,158,0,2194
74,15,upgrade,149,9,2444
74,16,none,149,0,2455
74,17,place,145,4,2719
74,17,upgrade,145,4,2719
74,18,upgrade,141,4,2326
74,19,none,141,0,2429
74,20,place,133,8,2682
74,20,upgrade,133,8,2682
74,21,place,133,0,2143
74,22,none,133,0,2194
74,23,none,133,0,2492
74,24,none,133,0,2769
74,24,none,133,0,2769
74,25,none,133,0,2936
74,25,none,133,0,2936
74,26,none,128,5,3266
74,26,none,128,5,3266
74,27,none,128,0,3599
74,27,none,128,0,3599
74,28,none,128,0,4261
74,28,none,128,0,4261
74,29,none,128,0,4527
74,29,none,128,0,4527
74,30,none,128,0,4916
74,30,none,128,0,4916
74,31,none,128,0,5253
74,31,none,128,0,5253
74,31,none,128,0,5253
74,32,upgrade,62,66,5764
74,32,upgrade,62,66,5764
74,32,upgrade,62,66,5764
74,33,none,62,0,5426
74,33,none,62,0,5426
74,33,none,62,0,5426
74,34,upgrade,55,7,5624
74,34,upgrade,55,7,5624
74,34,upgrade,55,7,5624
74,35,none,55,0,5441
74,35,none,55,0,5441
74,35,upgrade,55,0,5441
74,36,none,55,0,6251
74,36,none,55,0,6251
74,36,none,55,0,6251
74,37,none,55,0,7147
74,37,none,55,0,7147
74,37,none,55,0,7147
74,38,upgrade,40,15,8471
74,38,upgrade,40,15,8471
74,38,upgrade,40,15,8471
74,38,place,40,15,8471
74,39,none,40,0,7518
74,39,place,40,0,7518
74,39,none,40,0,7518
74,39,none,40,0,7518
74,40,none,40,0,8956
74,40,none,40,0,8956
74,40,none,40,0,8956
74,40,none,40,0,8956
75,1,place,200,0,650
75,2,place,200,0,451
75,3,none,200,0,268
75,4,none,200,0,406
75,5,none,200,0,581
75,6,none,200,0,745
75,7,none,200,0,908
75,8,none,199,1,1089
75,9,none,196,3,1286
75,10,upgrade,177,19,1466
75,11,none,177,0,1570
75,12,place,171,6,1753
75,13,place,167,4,1516
75,14,none,167,0,1478
75,15,none,167,0,1737
75,16,place,162,5,1998
75,17,none,162,0,1946
75,18,upgrade,138,24,2094
75,19,none,138,0,2242
75,20,upgrade,93,45,2463
75,21,upgrade,51,42,2397
75,22,upgrade,26,25,2513
75,22,place,26,25,2513
75,23,place,17,9,2312
75,24,upgrade,14,3,2416
75,25,place,11,3,2370
75,26,upgrade,11,0,2370
76,1,place,200,0,650
76,2,none,200,0,471
76,3,none,200,0,608
76,4,upgrade,198,2,744
76,5,none,196,2,492
76,6,none,196,0,656
76,7,none,196,0,819
76,8,none,196,0,1001
76,9,none,196,0,1201
76,10,none,196,0,1400
76,11,none,196,0,1714
76,12,none,196,0,1903
76,13,place,194,2,2093
76,14,none,194,0,1525
76,15,none,194,0,1784
76,16,none,194,0,2050
76,17,none,194,0,2318
76,18,none,194,0,2483
76,19,none,194,0,2841
76,19,none,194,0,2841
76,20,none,194,0,3101
76,20,none,194,0,3101
76,21,none,194,0,3287
76,21,none,194,0,3287
76,22,upgrade,165,29,3609
76,22,place,165,29,3609
76,23,upgrade,154,11,3431
76,23,place,154,11,3431
76,24,none,152,2,3156
76,24,upgrade,152,2,3156
76,25,none,152,0,3028
76,25,none,152,0,3028
76,26,none,152,0,3363
76,26,none,152,0,3363
76,27,none,152,0,3696
76,27,none,152,0,3696
76,28,none,152,0,4358
76,28,none,152,0,4358
76,29,place,14,138,4486
76,29,upgrade,14,138,4486
76,30,none,14,0,4345
76,30,upgrade,14,0,4345
77,1,place,200,0,650
77,2,none,200,0,451
77,3,none,200,0,588
77,4,place,196,4,722
77,5,none,196,0,427
77,6,none,195,1,590
77,7,none,193,2,751
77,8,place,187,6,927
77,9,none,186,1,806
77,10,place,182,4,1001
77,11,place,182,0,1095
77,12,none,182,0,604
77,13,none,182,0,796
77,14,none,182,0,1078
77,15,none,182,0,1337
77,16,none,182,0,1603
77,17,none,182,0,1871
77,18,none,182,0,2036
77,19,none,182,0,2394
77,20,upgrade,177,5,2650
77,20,upgrade,177,5,2650
77,21,none,175,2,2454
77,22,upgrade,168,7,2798
77,22,upgrade,168,7,2798
77,23,none,168,0,2576
77,23,none,168,0,2576
77,24,upgrade,157,11,2842
77,24,upgrade,157,11,2842
77,25,upgrade,154,3,2666
77,25,upgrade,154,3,2666
77,26,none,153,1,2260
77,27,none,153,0,2593
77,27,none,153,0,2593
77,28,none,153,0,3255
77,28,none,153,0,3255
77,29,none,153,0,3521
77,29,none,153,0,3521
77,30,none,153,0,3910
77,30,none,153,0,3910
77,31,none,150,3,4244
77,31,place,150,3,4244
77,32,place,135,15,4434
77,32,upgrade,135,15,4434
77,33,none,135,0,4661
77,33,none,135,0,4661
77,34,upgrade,63,72,4794
77,34,upgrade,63,72,4794
77,35,none,63,0,4606
77,35,none,63,0,4606
77,36,none,63,0,5756
77,36,none,63,0,5756
77,36,none,63,0,5756
77,37,none,63,0,5756
77,37,upgrade,63,0,5756
77,37,upgrade,63,0,5756
78,1,place,200,0,650
78,2,place,200,0,301
78,3,none,200,0,218
78,4,none,200,0,356
78,5,none,199,1,530
78,6,none,198,1,693
78,7,none,197,1,855
78,8,none,194,3,1034
78,9,none,193,1,1233
78,10,none,188,5,1427
78,11,upgrade,143,45,1696
78,12,upgrade,141,2,1788
78,13,place,137,4,1426
78,14,none,137,0,1438
78,15,place,129,8,1689
78,16,upgrade,126,3,1102
78,17,none,126,0,1200
78,18,upgrade,114,12,1357
78,19,none,114,0,1630
78,20,place,100,14,1877
78,21,upgrade,100,0,1893
78,22,place,94,6,2088
78,23,upgrade,90,4,1742
78,24,upgrade,74,16,1908
78,25,none,74,0,1695
78,26,upgrade,68,6,2024
78,27,none,68,0,2147
78,28,none,68,0,2809
78,28,none,68,0,2809
78,29,none,68,0,3075
78,29,none,68,0,3075
78,30,none,68,0,3464
78,30,none,68,0,3464
78,31,none,68,0,3801
78,31,none,68,0,3801
79,1,place,200,0,650
79,2,none,200,0,501
79,3,none,200,0,638
79,4,none,199,1,775
79,5,place,177,22,928
79,6,none,177,0,792
79,7,none,177,0,955
79,8,none,177,0,1137
79,9,none,177,0,1337
79,10,none,177,0,1536
79,11,none,177,0,1850
79,12,none,177,0,2039
79,13,none,177,0,2231
79,14,none,173,4,2509
79,14,upgrade,173,4,2509
79,15,none,168,5,2678
79,15,place,168,5,2678
79,16,none,168,0,2644
79,16,upgrade,168,0,2644
79,17,none,168,0,2657
79,17,none,168,0,2657
79,18,none,168,0,2822
79,18,none,168,0,2822
79,19,none,168,0,3180
79,19,none,168,0,3180
79,20,none,168,0,3440
79,20,none,168,0,3440
79,21,none,168,0,3626
79,21,none,168,0,3626
79,22,place,161,7,3970
79,22,upgrade,161,7,3970
79,23,upgrade,161,0,1933
79,24,upgrade,161,0,1785
79,25,none,161,0,252
79,26,none,161,0,587
79,27,none,161,0,920
79,28,none,161,0,1582
79,29,none,161,0,1848
79,30,none,161,0,2237
79,31,none,161,0,2574
79,31,none,161,0,2574
79,32,none,161,0,3111
79,32,none,161,0,3111
79,33,none,161,0,3737
79,33,none,161,0,3737
79,34,place,151,10,3932
79,34,place,151,10,3932
79,35,none,151,0,1869
79,36,none,151,0,3019
79,36,none,151,0,3019
79,37,none,148,3,3911
79,37,none,148,3,3911
79,38,none,148,0,5250
79,38,none,148,0,5250
79,38,none,148,0,5250
79,39,none,148,0,6527
79,39,none,148,0,6527
79,39,none,148,0,6527
79,40,none,148,0,8278
79,40,none,148,0,8278
79,40,none,148,0,8278
79,40,none,148,0,8278
79,41,place,82,66,8733
79,41,upgrade,82,66,8733
79,41,upgrade,82,66,8733
79,41,upgrade,82,66,8733
79,42,none,82,0,9259
79,42,none,82,0,9259
79,42,none,82,0,9259
79,42,none,82,0,9259
79,43,none,82,0,9259
79,43,none,82,0,9259
79,43,place,82,0,9259
79,43,upgrade,82,0,9259
80,1,place,200,0,650
80,2,place,195,5,341
80,3,place,195,0,258
80,4,upgrade,194,1,205
80,5,upgrade,177,17,278
80,6,none,173,4,353
80,7,none,170,3,513
80,8,place,163,7,688
80,9,none,163,0,718
80,10,none,162,1,916
80,11,place,155,7,1223
80,12,upgrade,155,0,942
80,13,none,155,0,894
80,14,none,155,0,1176
80,15,none,155,0,1435
80,16,upgrade,147,8,1693
80,17,upgrade,147,0,1751
80,18,upgrade,142,5,1364
80,19,upgrade,142,0,1382
80,20,none,139,3,814
80,21,none,139,0,1000
80,22,none,139,0,1351
80,23,none,139,0,1649
80,24,none,139,0,1926
80,25,none,136,3,2090
80,26,place,122,14,2412
80,27,upgrade,121,1,2404
80,28,none,121,0,2876
80,28,none,121,0,2876
80,29,none,121,0,3142
80,29,none,121,0,3142
80,30,none,117,4,3529
80,30,none,117,4,3529
80,31,none,117,0,3866
80,31,none,117,0,3866
81,1,place,200,0,650
81,2,none,200,0,471
81,3,upgrade,200,0,608
81,4,none,200,0,536
81,5,none,200,0,711
81,6,none,200,0,875
81,7,none,200,0,1038
81,8,none,200,0,1220
81,9,none,200,0,1420
81,10,place,182,18,1601
81,11,none,182,0,1235
81,12,none,182,0,1424
81,13,none,182,0,1616
81,14,none,182,0,1898
81,15,none,182,0,2157
81,16,none,178,4,2419
81,17,none,178,0,2687
81,17,none,178,0,2687
81,18,place,164,14,2841
81,18,place,164,14,2841
81,19,none,164,0,2704
81,19,none,164,0,2704
81,20,place,156,8,2956
81,20,upgrade,156,8,2956
81,21,upgrade,156,0,2592
81,21,none,156,0,2592
81,22,none,156,0,2823
81,22,none,156,0,2823
81,23,upgrade,144,12,3109
81,23,place,144,12,3109
81,24,none,144,0,2491
81,25,none,141,3,2655
81,25,upgrade,141,3,2655
81,26,none,141,0,2525
81,26,none,141,0,2525
81,27,none,141,0,2858
81,27,none,141,0,2858
81,28,none,141,0,3520
81,28,none,141,0,3520
81,29,none,141,0,3786
81,29,none,141,0,3786
81,30,none,141,0,4175
81,30,none,141,0,4175
81,31,upgrade,50,91,4421
81,31,upgrade,50,91,4421
81,32,none,50,0,2608
81,32,none,50,0,2608
81,33,none,50,0,3235
81,33,none,50,0,3235
82,1,place,200,0,650
82,2,upgrade,180,20,431
82,3,place,180,0,398
82,4,none,180,0,266
82,5,none,180,0,441
82,6,none,180,0,605
82,7,none,180,0,768
82,8,none,180,0,950
82,9,none,179,1,1149
82,10,upgrade,153,26,1322
82,11,none,153,0,1381
82,12,none,151,2,1568
82,13,place,147,4,1756
82,14,none,147,0,1698
82,15,none,145,2,1955
82,16,place,138,7,2214
82,17,upgrade,138,0,1802
82,18,none,138,0,1817
82,19,none,138,0,2175
82,20,none,138,0,2435
82,21,none,138,0,2621
82,21,none,138,0,2621
82,22,none,138,0,2972
82,22,none,138,0,2972
82,23,none,135,3,3267
82,23,upgrade,135,3,3267
82,24,none,135,0,3334
82,24,none,135,0,3334
82,25,none,132,3,3498
82,25,none,132,3,3498
82,26,none,131,1,3832
82,26,none,131,1,3832
82,27,none,130,1,4164
82,27,none,130,1,4164
82,28,none,130,0,4826
82,28,none,130,0,4826
82,29,none,130,0,5092
82,29,none,130,0,5092
82,29,none,130,0,5092
82,30,upgrade,124,6,5477
82,30,none,124,6,5477
82,30,place,124,6,5477
82,31,upgrade,124,0,5459
82,31,place,124,0,5459
82,31,none,124,0,5459
82,32,none,124,0,5471
82,32,upgrade,124,0,5471
82,32,none,124,0,5471
82,33,none,124,0,5928
82,33,none,124,0,5928
82,33,none,124,0,5928
82,34,upgrade,52,72,6061
82,34,place,52,72,6061
82,34,upgrade,52,72,6061
82,35,none,52,0,6168
82,35,none,52,0,6168
82,35,none,52,0,6168
82,36,none,52,0,7318
82,36,none,52,0,7318
82,36,none,52,0,7318
83,1,place,200,0,650
83,2,none,200,0,601
83,3,none,200,0,738
83,4,none,198,2,874
83,5,place,178,20,1029
83,6,place,178,0,853
83,7,none,178,0,591
83,8,none,178,0,773
83,9,none,178,0,973
83,10,none,178,0,1172
83,11,none,178,0,1486
83,12,none,178,0,1675
83,13,upgrade,174,4,1863
83,14,none,174,0,1955
83,15,upgrade,166,8,2206
83,16,place,147,19,2243
83,17,none,147,0,2211
83,18,none,147,0,2376
83,19,none,147,0,2734
83,19,none,147,0,2734
83,20,none,141,6,2988
83,20,place,141,6,2988
83,21,none,141,0,2834
83,21,none,141,0,2834
83,22,upgrade,132,9,3176
83,22,upgrade,132,9,3176
83,23,upgrade,101,31,3158
83,23,upgrade,101,31,3158
83,24,upgrade,78,23,3202
83,24,upgrade,78,23,3202
83,25,none,78,0,2944
83,25,none,78,0,2944
83,26,place,62,16,3265
83,26,upgrade,62,16,3265
83,27,upgrade,62,0,2918
83,27,none,62,0,2918
83,28,none,62,0,3285
83,28,none,62,0,3285
83,29,none,62,0,3551
83,29,none,62,0,3551
83,30,none,62,0,3940
83,30,none,62,0,3940
83,31,none,62,0,4277
83,31,none,62,0,4277
84,1,place,200,0,650
84,2,none,200,0,301
84,3,none,200,0,438
84,4,none,200,0,576
84,5,none,200,0,751
84,6,place,194,6,909
84,7,none,194,0,882
84,8,place,192,2,1062
84,9,none,192,0,962
84,10,none,192,0,1161
84,11,none,192,0,1475
84,12,none,190,2,1662
84,13,none,190,0,1854
84,14,none,190,0,2136
84,15,none,184,6,2389
84,16,place,152,32,2623
84,16,upgrade,152,32,2623
84,17,none,151,1,2405
84,18,none,147,4,2567
84,18,upgrade,147,4,2567
84,19,none,147,0,2755
84,19,none,147,0,2755
84,20,upgrade,119,28,2989
84,20,upgrade,119,28,2989
84,21,none,119,0,2835
84,21,none,119,0,2835
84,22,upgrade,104,15,3171
84,22,upgrade,104,15,3171
84,23,upgrade,90,14,2865
84,23,upgrade,90,14,2865
84,24,none,90,0,2462
84,25,place,87,3,2626
84,25,none,87,3,2626
84,26,none,87,0,2771
84,26,none,87,0,2771
84,27,none,87,0,3104
84,27,none,87,0,3104
84,28,none,87,0,3766
84,28,none,87,0,3766
84,29,none,87,0,4032
84,29,none,87,0,4032
84,30,none,87,0,4421
84,30,none,87,0,4421
84,31,none,87,0,4758
84,31,none,87,0,4758
84,32,none,87,0,5295
84,32,none,87,0,5295
84,32,none,87,0,5295
84,33,none,86,1,5921
84,33,none,86,1,5921
84,33,none,86,1,5921
84,34,upgrade,14,72,6054
84,34,upgrade,14,72,6054
84,34,upgrade,14,72,6054
84,35,none,14,0,4716
84,35,none,14,0,4716
84,36,none,14,0,5866
84,36,none,14,0,5866
84,36,none,14,0,5866
85,1,place,200,0,650
85,2,none,200,0,551
85,3,none,200,0,688
85,4,place,194,6,820
85,5,place,162,32,773
85,6,none,162,0,617
85,7,none,162,0,780
85,8,none,162,0,962
85,9,none,159,3,1159
85,10,upgrade,152,7,1351
85,11,upgrade,149,3,1452
85,12,place,147,2,1399
85,13,none,147,0,1421
85,14,none,147,0,1703
85,15,none,147,0,1962
85,16,upgrade,131,16,2212
85,17,upgrade,123,8,2302
85,18,none,123,0,1917
85,19,none,123,0,2275
85,20,upgrade,113,10,2525
85,20,upgrade,113,10,2525
85,21,place,109,4,2497
85,22,upgrade,84,25,2483
85,23,none,84,0,2441
85,24,none,82,2,2716
85,24,none,82,2,2716
85,25,place,79,3,2880
85,25,none,79,3,2880
85,26,upgrade,73,6,3020
85,26,upgrade,73,6,3020
85,27,none,73,0,2323
85,28,none,73,0,2985
85,28,none,73,0,2985
